Taxpayer Number,Taxpayer Name,Taxpayer Address,Taxpayer City,Taxpayer State,Taxpayer Zip,Taxpayer County,Location Number,Location Name,Location Address,Location City,Location State,Location Zip,Location County,Inside/Outside City Limits,TABC Permit Number,Responsibility Begin Date,Responsibility End Date,Obligation End Date,Liquor Receipts,Wine Receipts,Beer Receipts,Cover Charge Receipts,Total Receipts
10304776353,"FUJIYAMA JAPANESE STEAKHOUSE, INCORPORATED",9822 DRIP ROCK LN,AUSTIN,TX,78730,227,1,FUJIYAMA JAPANESE STEAKHOUSE,4815 W BRAKER LN STE 580,AUSTIN,TX,78759,227,Y,MB642118,10/13/2006,,03/31/2019,3559,5738,5002,0,14299
32063092293,"SUERTE BEVERAGES, LLC",4612 LYONS RD,AUSTIN,TX,78702,227,1,SUERTE,1800 E 6TH ST,AUSTIN,TX,78702,227,Y,MB992497,08/28/2017,,03/31/2019,116361,32113,1060,0,149534
17521332019,"OLIVE GARDEN OF TEXAS, LLC",PO BOX 695011,ORLANDO,FL,32869,0,7,OLIVE GARDEN OF TEXAS #1046,3940 S LAMAR BLVD,AUSTIN,TX,78704,227,Y,MB189043,12/01/1993,,03/31/2019,15413,19256,6389,0,41058
32040508916,"JIC GLOBAL RESTAURANTS, LLC",2422 RANCH ROAD 620 S STE A100,AUSTIN,TX,78738,227,1,CHO SUSHI JAPANESE FUSION,2422 RANCH ROAD 620 S STE A100,AUSTIN,TX,78738,227,Y,MB782351,02/02/2019,,03/31/2019,5121,9195,3337,0,17653
32060559930,SHIVSAI RESTAURANT LLC,1828 BAYLAND ST,ROUND ROCK,TX,78664,246,1,TRES AMIGOS,7535 E HIGHWAY 290,AUSTIN,TX,78723,227,Y,MB954233,09/06/2016,,03/31/2019,10011,0,0,0,10011
32055756871,"PSV TOWNSEND, LLC",718 CONGRESS AVE STE 100,AUSTIN,TX,78701,227,1,THE TOWNSEND,718 CONGRESS AVE STE 100,AUSTIN,TX,78701,227,Y,MB899400,02/27/2015,,03/31/2019,42221,4417,6852,0,53490
32039603009,"MGM AFFAIR, LLC",11101 BURNET RD STE B120,AUSTIN,TX,78758,227,1,DETOUR DOMAIN,11101 BURNET RD STE B120,AUSTIN,TX,78758,227,Y,MB743037,03/02/2010,,03/31/2019,37627,64,15416,0,53107
14320119333,MIDLAND BEVERAGE CORPORATION,269 HANOVER ST STE 2,HANOVER,MA,02339,0,1,HYATT PLACE AUSTIN HOTEL,3612 TUDOR BLVD,AUSTIN,TX,78759,227,Y,MB974025,02/24/2017,,03/31/2019,2173,1202,2090,0,5465
10436317027,"THE CURSE OF GOOD TASTE, INC.",305 PLEASANT DR,AUSTIN,TX,78746,227,5,WILDER WOOD,1300 E 7TH ST,AUSTIN,TX,78702,227,Y,MB992708,08/30/2017,,03/31/2019,6686,1046,1666,0,9398
32043077752,"HUITLACOCHE, LLC",6001 W WILLIAM CANNON DR STE 301,AUSTIN,TX,78749,227,1,HECHO EN MEXICO,6001 W WILLIAM CANNON DR STE 301,AUSTIN,TX,78749,227,Y,MB715114,03/01/2011,,03/31/2019,29064,1504,2998,0,33566
32053645399,MACIAS TAQUERIA INC.,6903 AIRPORT BLVD,AUSTIN,TX,78752,227,1,LOS JALISCIENCES #3,6903 AIRPORT BLVD,AUSTIN,TX,78752,227,Y,MB615074,07/01/2014,,03/31/2019,1800,0,5852,0,7652
32044484619,LENOIR RESTAURANT LLC,2501 AUDUBON PL,AUSTIN,TX,78741,227,2,PETITE MAISON,1805 S 1ST ST,AUSTIN,TX,78704,227,Y,MB1013416,04/25/2018,,03/31/2019,709,6873,261,0,7843
32060740894,"OLD THOUSAND, LLC",1000 E 11TH ST STE 150,AUSTIN,TX,78702,227,1,OLD THOUSAND,1000 E 11TH ST STE 150,AUSTIN,TX,78702,227,Y,MB963221,11/03/2016,,03/31/2019,24351,13864,6298,0,44513
32061916386,"TACO LIBRE VI BEVERAGE HOLDING, LLC",5151 BELT LINE RD STE 1200,DALLAS,TX,75254,57,2,VELVET TACO,11501 ROCK ROSE AVE UNIT 160,AUSTIN,TX,78758,227,Y,MB968292,01/06/2017,,03/31/2019,21515,1747,13198,0,36460
18002147959,SHAYNDICT ENDEAVORING COMPANY,3808 S CONGRESS AVE,AUSTIN,TX,78704,227,1,THE 04 LOUNGE,3808 S CONGRESS AVE,AUSTIN,TX,78704,227,Y,MB704306,09/23/2008,,03/31/2019,30907,54,21128,0,52089
32040681994,"BIG SHOTZ, LLC",399 W LOUIS HENNA BLVD STE B,AUSTIN,TX,78728,227,1,BIG SHOTZ,399 W LOUIS HENNA BLVD STE B,AUSTIN,TX,78728,227,Y,MB741006,01/27/2010,,03/31/2019,30542,45,14714,0,45301
32041252969,TORTILLERIA LA SABROCITA NO. 4 LLC,850 E RUNDBERG LN,AUSTIN,TX,78753,227,1,TORTILLERIA LA SABROCITA NO. 4 LLC,850 E RUNDBERG LN,AUSTIN,TX,78753,227,Y,MB914889,07/22/2015,,03/31/2019,0,0,3418,0,3418
32062281350,"ROSITAS AL PASTOR, LLC",1911 E RIVERSIDE DR,AUSTIN,TX,78741,227,1,ROSITAS AL PASTOR,1911 E RIVERSIDE DR,AUSTIN,TX,78741,227,Y,MB1001290,12/04/2017,,03/31/2019,1800,0,554,0,2354
17460002037,UNIVERSITY OF TEXAS AT AUSTIN,PO BOX 8028,AUSTIN,TX,78713,227,91,COMMONS CAFE AT PRC,10100 BURNET RD,AUSTIN,TX,78758,227,Y,MB225707,07/15/2008,,03/31/2019,0,105,450,0,555
32051176645,ISLAND 6TH LLC,311 W 5TH ST UNIT T2,AUSTIN,TX,78701,227,1,LUX LOUNGE,620 W 6TH ST UNIT 2,AUSTIN,TX,78701,227,Y,MB866562,03/17/2014,,03/31/2019,33013,249,7614,0,40876
32061511302,"DELRAY FOUR, LLC",6720 ROTAN DR,AUSTIN,TX,78749,227,1,NICKEL CITY,1133 E 11TH ST,AUSTIN,TX,78702,227,Y,MB967134,12/19/2016,,03/31/2019,130651,2718,37920,0,171289
12030304344,THE PARLOR LLC,12407 N MO PAC EXPY STE 250-291,AUSTIN,TX,78758,227,1,THE PARLOR,4301 GUADALUPE ST STE B,AUSTIN,TX,78751,227,Y,MB620435,02/17/2006,,03/31/2019,11415,387,22178,0,33980
32042738156,"THE EASTERN, LLC",7701 RIALTO BLVD APT 92,AUSTIN,TX,78735,227,1,THE EASTERN,1511 E 6TH ST STE B,AUSTIN,TX,78702,227,Y,MB770878,03/24/2011,,03/31/2019,21951,0,12580,0,34531
32064762118,"GABRIELA'S DOWNTOWN, LLC",900 E 7TH ST,AUSTIN,TX,78702,227,1,GABRIELA'S DOWNTOWN,900 E 7TH ST,AUSTIN,TX,78702,227,Y,MB1002179,12/15/2017,,03/31/2019,86933,5210,11392,0,103535
12049228930,ADELA P JAIMES,3704 N INTERSTATE 35 C/O CAFE HORNITOS T,AUSTIN,TX,78705,227,1,CAFE HORNITOS TEX MEX,3704 N INTERSTATE 35,AUSTIN,TX,78705,227,Y,MB650814,02/07/2007,,03/31/2019,8035,0,3172,0,11207
13001324576,WINGS LLC,4807 SPICEWOOD SPRINGS RD STE 2110,AUSTIN,TX,78759,227,1,WINGS N MORE,1200 W HOWARD LN,AUSTIN,TX,78753,227,Y,MB547455,11/14/2003,,03/31/2019,21378,148,25794,0,47320
32051050535,"TORTILLERIA EL TAQUITO, LLC",8610 N LAMAR BLVD STE 114,AUSTIN,TX,78753,227,1,"TORTILLERIA EL TAQUITO, LLC",8610 N LAMAR BLVD STE 114,AUSTIN,TX,78753,227,Y,MB955617,08/24/2016,,03/31/2019,0,0,1182,0,1182
32058075816,"EDDIE V'S HOLDINGS, LLC",PO BOX 695011,ORLANDO,FL,32869,0,3,EDDIE V'S PRIME SEAFOOD,301 E 5TH ST,AUSTIN,TX,78701,227,Y,MB791237,02/01/2016,,03/31/2019,139391,270087,14363,0,423841
17424601536,"COZUMEL, INC.",1616 W 5TH ST,AUSTIN,TX,78703,227,1,EL ARROYO CAFE,1624 W 5TH ST,AUSTIN,TX,78703,227,Y,MB634088,12/01/1993,,03/31/2019,19404,937,3600,0,23941
32048553567,ATX WISEHEART LLC,2027 ANCHOR LN,AUSTIN,TX,78723,227,1,LAST STRAW,1914 E 6TH ST STE C,AUSTIN,TX,78702,227,Y,MB884955,09/23/2014,,03/31/2019,95227,3687,15481,0,114395
32050131047,"ATX 7 OUT ENTERTAINMENT, LLC",13995 N HIGHWAY 183,AUSTIN,TX,78717,246,1,FOXHOLE CULINARY TAVERN,13995 N HIGHWAY 183,AUSTIN,TX,78717,246,Y,MB860409,12/31/2013,,03/31/2019,50728,31613,21833,0,104174
17429537024,RED PLUSH INCORPORATED,8801 WILLOWICK DR,AUSTIN,TX,78759,227,1,PLUSH,617 RED RIVER ST,AUSTIN,TX,78701,227,Y,MB479957,09/26/2000,,03/31/2019,20185,0,8816,0,29001
17422340509,"TRUDY'S TEXAS STAR, INC.",8133 MESA DR STE 206,AUSTIN,TX,78759,227,7,TRUDY'S SOUTH STAR,901 LITTLE TEXAS LN STE C,AUSTIN,TX,78745,227,Y,MB406937,01/25/2008,,03/31/2019,159665,3684,25160,0,188509
17427287499,ROBERTO C. AMAYA INC.,5804 N INTERSTATE 35,AUSTIN,TX,78751,227,4,AMAYA'S TACO VILLAGE,5804 N INTERSTATE 35,AUSTIN,TX,78751,227,Y,MB459433,05/27/2011,,03/31/2019,25751,217,6804,0,32772
32064393112,SSH RED RIVER BEVERAGE LLC,333 WESTMINSTER ST STE 4,PROVIDENCE,RI,02903,0,2,HOTEL INDIGO AUSTIN DOWNTOWN,810 RED RIVER ST,AUSTIN,TX,78701,227,Y,MB1000239,11/16/2017,,03/31/2019,18487,6095,8593,0,33175
32020420330,"LP RESTAURANT, INC.",8369 VICKERS ST STE 101,SAN DIEGO,CA,92111,0,2,DOUBLETREE ARBORETUM AUSTIN,8901 BUSINESS PARK DR,AUSTIN,TX,78759,227,Y,MB1027347,08/20/2018,,03/31/2019,14727,4653,6793,0,26173
17430098131,"DEI GRATIA, INC.",705 RED RIVER ST,AUSTIN,TX,78701,227,1,ELYSIUM,705 RED RIVER ST,AUSTIN,TX,78701,227,Y,MB504087,11/16/2001,,03/31/2019,42364,456,30351,0,73171
17418847228,"GREATER SOUTHWEST ENTERPRISES, INC.",3330 EARHART DR STE 213,CARROLLTON,TX,75006,57,2,CHICAS BONITAS,3701 N INTERSTATE 35,AUSTIN,TX,78722,227,Y,MB097833,12/01/1993,,03/31/2019,42351,66,77629,0,120046
32062178374,"BOMBSHELL AUSTIN ONE, LLC",3305 NORTHLAND DR STE 400,AUSTIN,TX,78731,227,1,HOLY ROLLER,509 RIO GRANDE ST # 100,AUSTIN,TX,78701,227,Y,MB982128,05/12/2017,,03/31/2019,50005,13003,9849,0,72857
32058372064,"EL BORREGO DE ORO, LLC",3900 S CONGRESS AVE,AUSTIN,TX,78704,227,1,EL BORREGO DE ORO #2,3900 S CONGRESS AVE,AUSTIN,TX,78704,227,Y,MB630996,10/15/2015,,03/31/2019,1756,0,3144,0,4900
17426707893,"ANGIE'S MEXICAN RESTAURANT, INC.",1307 E 7TH ST,AUSTIN,TX,78702,227,2,ANGIES'S MEXICAN RESTAURANT,1307 E 7TH ST,AUSTIN,TX,78702,227,Y,MB673236,11/01/2017,,03/31/2019,4757,0,0,0,4757
18707065795,"KARMA LOUNGE, LTD.",105 E 5TH ST,AUSTIN,TX,78701,227,2,"KARMA LOUNGE, LTD.",105 E 5TH ST,AUSTIN,TX,78701,227,Y,MB568265,02/01/2012,,03/31/2019,0,0,0,0,0
32011300103,"ABC RESOURCES, LLC",1616 W 5TH ST,AUSTIN,TX,78703,227,1,ABEL'S ON THE LAKE,3825 LAKE AUSTIN BLVD STE 201,AUSTIN,TX,78703,227,Y,MB722393,05/21/2009,,03/31/2019,44551,8833,24355,0,77739
32053211291,"GELATERIA GEMELLI, LLC",2520 E 4TH ST,AUSTIN,TX,78702,227,1,"GELATERIA GEMELLI, LLC",1009 E 6TH ST,AUSTIN,TX,78702,227,Y,MB902533,03/25/2015,,03/31/2019,1766,135,69,0,1970
32059706765,"PARKER JAZZ, INC.",10504 PINEHURST DR,AUSTIN,TX,78747,227,1,PARKER,117 W 4TH ST,AUSTIN,TX,78701,227,Y,MB997084,10/11/2017,,03/31/2019,23857,8105,6195,0,38157
32060309468,MOLOKO BAR LLC,1812 E 12TH ST,AUSTIN,TX,78702,227,1,THE 13TH FLOOR,1812 E 12TH ST,AUSTIN,TX,78702,227,Y,MB952460,07/26/2016,,03/31/2019,15148,136,9351,0,24635
12630501570,"THE BIG SWELL, LLC",408 E 6TH ST,AUSTIN,TX,78701,227,1,THE 512 ON 6TH,408 E 6TH ST,AUSTIN,TX,78701,227,Y,MB710777,12/18/2008,,03/31/2019,29201,0,6438,0,35639
32017667521,"EVENTS BY EMILY, INC.",6115 PEBBLE GARDEN CT,AUSTIN,TX,78739,227,3,WILDFLOWER CAFE,4801 LA CROSSE AVE,AUSTIN,TX,78739,227,Y,MB1044336,02/06/2019,,03/31/2019,1500,1590,1347,0,4437
17427287499,ROBERTO C. AMAYA INC.,5804 N INTERSTATE 35,AUSTIN,TX,78751,227,5,AMAYA'S TACO VILLAGE,9900 S INTERSTATE 35 STE O100,AUSTIN,TX,78748,227,Y,MB870905,04/30/2014,,03/31/2019,9684,123,2516,0,12323
12029051781,"BUENOS AIRES CAFE, LLC",1201 E 6TH ST,AUSTIN,TX,78702,227,2,BUENOS AIRES CAFE,1201 E 6TH ST,AUSTIN,TX,78702,227,Y,MB826754,11/01/2013,,03/31/2019,26236,21569,4341,0,52146
32066104947,RONTON LLC,16009 FM 1325 STE 205,AUSTIN,TX,78728,246,1,QUICK HILL BAR AND GRILL,16009 FM 1325 STE 205,AUSTIN,TX,78728,246,N,MB1028045,08/27/2018,,03/31/2019,13488,139,12222,0,25849
32054752798,"YARD HOUSE USA, INC.",1000 DARDEN CENTER DR ATTN: TAX DEPT,ORLANDO,FL,32837,0,5,"YARD HOUSE USA, INC.",11800 DOMAIN DR STE 100,AUSTIN,TX,78758,227,Y,MB934191,02/06/2016,,03/31/2019,116921,32645,152187,0,301753
32020420330,"LP RESTAURANT, INC.",8369 VICKERS ST STE 101,SAN DIEGO,CA,92111,0,1,TOPAZ BAR & GRILL,1617 N INTERSTATE 35,AUSTIN,TX,78702,227,Y,MB656904,04/11/2007,,03/31/2019,4241,3257,3625,0,11123
32049581492,"HEARD ENTERTAINMENT TEXAS, LLC",606 E 7TH ST,AUSTIN,TX,78701,227,1,EMPIRE CONTROL ROOM & GARAGE,606 E 7TH ST,AUSTIN,TX,78701,227,Y,MB839289,05/01/2013,,03/31/2019,116551,476,85187,0,202214
32057925201,"SANJAC ATX, LLC",98 SAN JACINTO BLVD STE 170,AUSTIN,TX,78701,227,1,FORTHRIGHT,98 SAN JACINTO BLVD STE 170,AUSTIN,TX,78701,227,Y,MB947560,06/14/2016,,03/31/2019,0,0,0,0,0
17424630089,"606 - II, L.L.C.",12912 HILL COUNTRY BLVD STE F-255,BEE CAVE,TX,78738,227,1,IRON CACTUS,606 TRINITY ST,AUSTIN,TX,78701,227,Y,MB192342,12/01/1993,,03/31/2019,197545,11631,56562,0,265738
12622236003,"LAS LOMAS RESTAURANT, INC.",730 W STASSNEY LN STE 130,AUSTIN,TX,78745,227,1,LAS LOMAS MEXICAN RESTAURANT,730 W STASSNEY LN STE 130,AUSTIN,TX,78745,227,Y,MB696329,06/23/2008,,03/31/2019,15765,475,10764,0,27004
32049763769,"C & J VENTURES, LLC",120 W 5TH ST,AUSTIN,TX,78701,227,2,SUMMIT,120 W 5TH ST,AUSTIN,TX,78701,227,Y,MB852118,09/19/2013,,03/31/2019,98264,14772,7407,0,120443
12012270893,"CAPITAL FONDUE, LLC",11020 BEXLEY LN,AUSTIN,TX,78739,227,1,THE MELTING POT,13343 N HIGHWAY 183 STE 350,AUSTIN,TX,78750,246,Y,MB569630,12/02/2004,,03/31/2019,12729,10698,1787,0,25214
32055743002,"L'OCA D'ORO, LLC",1900 SIMOND AVE STE 100,AUSTIN,TX,78723,227,1,L'OCA D'ORO,1900 SIMOND AVE STE 100,AUSTIN,TX,78723,227,Y,MB940832,04/12/2016,,03/31/2019,14033,34017,2473,0,50523
32059514110,"500 W. 6TH, LLC",500 W 6TH ST STE 100,AUSTIN,TX,78701,227,1,SOPHIA'S,500 W 6TH ST,AUSTIN,TX,78701,227,Y,MB948186,06/17/2016,,03/31/2019,10871,15336,491,0,26698
32042074958,AWAN & HEMPE INC.,4005 W PARMER LN STE E,AUSTIN,TX,78727,227,1,SILVER GRILL CAFE,4005 W PARMER LN STE E,AUSTIN,TX,78727,227,Y,MB844282,06/24/2013,,03/31/2019,1963,915,2120,0,4998
32048051315,"STEINER LA FUENTE'S RESTAURANT, LLC",6001 W WILLIAM CANNON DR STE 301,AUSTIN,TX,78749,227,2,HECHO IN MEXICO,2101 MONTOPOLIS DR UNIT 23,AUSTIN,TX,78741,227,Y,MB815139,01/03/2018,,03/31/2019,7041,383,1422,0,8846
32062146637,BIGEYE SEAFOOD COMPANY INC.,421 W 3RD ST APT 1712,AUSTIN,TX,78701,227,3,SHORE RAW BAR AND GRILL,8665 W HIGHWAY 71 STE 100,AUSTIN,TX,78735,227,Y,MB1017578,06/07/2018,,03/31/2019,26676,29401,7472,0,63549
32068059776,OAK BAR AND GRILL LLC,610 PUERTA VALLARTA LN,AUSTIN,TX,78748,227,1,OAK BAR AND GRILL LLC,3715 S 1ST ST STE A,AUSTIN,TX,78704,227,Y,MB1042874,01/18/2019,,03/31/2019,17188,1449,13779,0,32416
32044951864,PECHE FOOD LLC,208 W 4TH ST,AUSTIN,TX,78701,227,1,PECHE,208 W 4TH ST,AUSTIN,TX,78701,227,Y,MB817489,08/21/2012,,03/31/2019,101372,20380,702,0,122454
17519750495,"PREMIER HOSPITALITY, INC.",PO BOX 352 ATTN: RUTHA BROWN,BUFFALO,NY,14240,0,86,SODEXO AT DKR,405 E 23RD ST,AUSTIN,TX,78712,227,Y,MB819100,08/14/2015,,03/31/2019,0,0,0,0,0
32063835121,KAR BAR LLC,1505 ANISE DR,AUSTIN,TX,78741,227,1,LOS BUHOS,9428 PARKFIELD DR,AUSTIN,TX,78758,227,Y,MB990685,08/08/2017,,03/31/2019,26163,0,83924,0,110087
30117462959,"MESA ROSA, INC.",PO BOX 170670,AUSTIN,TX,78717,246,1,MESA ROSA,10700 ANDERSON MILL RD,AUSTIN,TX,78750,246,Y,MB458069,10/07/1999,,03/31/2019,0,0,0,0,0
32009081954,LUCIANO HENRIQUEZ,13111 BROUGHTON WAY,AUSTIN,TX,78727,227,1,CAMINO REAL RESTAURANT,8650 SPICEWOOD SPRINGS RD STE 137,AUSTIN,TX,78759,246,Y,MB245517,05/02/1994,,03/31/2019,6386,212,2249,0,8847
32044277575,THE LOST WELL LLC,2421 WEBBERVILLE RD,AUSTIN,TX,78702,227,1,THE LOST WELL,2421 WEBBERVILLE RD,AUSTIN,TX,78702,227,Y,MB780424,07/21/2011,,03/31/2019,36643,224,32293,0,69160
17460665429,V F W POST 8787,500 VFW RD ATTN: QUARTERMASTER,AUSTIN,TX,78753,227,2,V F W POST 8787,500 V F W RD,AUSTIN,TX,78753,227,Y,NE142476,12/01/1993,,03/31/2019,3923,93,2283,0,6299
17418812610,"MI CASA SU CASA O'HENRY'S, INC.",PO BOX 164314,AUSTIN,TX,78716,227,1,THE CLOAK ROOM,1300 COLORADO ST,AUSTIN,TX,78701,227,Y,MB214305,12/01/1993,,03/31/2019,12023,435,4771,0,17229
32048174505,THE RUSS CORP.,215 E 6TH ST,AUSTIN,TX,78701,227,1,LIT LOUNGE AUSTIN,215 E 6TH ST,AUSTIN,TX,78701,227,Y,MB823979,11/05/2012,,03/31/2019,64949,235,9690,0,74874
32052616342,LOS JAROCHOS INC,9200 N LAMAR BLVD STE 100,AUSTIN,TX,78753,227,1,LOS JAROCHOS INC,9200 N LAMAR BLVD STE 100,AUSTIN,TX,78753,227,Y,MB871356,05/06/2014,,03/31/2019,6106,0,14117,0,20223
17427862390,"THREADGILL'S WORLD HEADQUARTERS, LTD.",6416 N LAMAR BLVD,AUSTIN,TX,78752,227,1,THREADGILL'S,301 W RIVERSIDE DR,AUSTIN,TX,78704,227,Y,MB401433,10/09/1996,,03/31/2019,0,0,0,0,0
17519750495,"PREMIER HOSPITALITY, INC.",PO BOX 352 ATTN: RUTHA BROWN,BUFFALO,NY,14240,0,39,PREMIER HOSPITALITY INC @ UNITED CLUB AUSTIN,3600 PRESIDENTIAL BLVD,AUSTIN,TX,78719,227,Y,MB962665,10/27/2016,,03/31/2019,1935,2405,1210,0,5550
13200788399,LLARIO ADOLFO RENDON,3801 BAGGINS CV,AUSTIN,TX,78739,227,4,MARISCO GRILL,1701 E RIVERSIDE DR,AUSTIN,TX,78741,227,Y,MB263220,10/11/2012,,03/31/2019,0,0,0,0,0
32041633838,CAFE MALTA LLC,PO BOX 90606,AUSTIN,TX,78709,227,1,CAFE MALTA LLC,3421 W WILLIAM CANNON DR STE 127,AUSTIN,TX,78745,227,Y,MB779898,07/15/2011,,03/31/2019,10262,16302,1281,0,27845
32068552606,EL BETO'S TACOS LLC,5101 PALO BLANCO LN,AUSTIN,TX,78744,227,1,EL BETO'S TACOS LLC,1940 W WILLIAM CANNON DR,AUSTIN,TX,78745,227,Y,MB1041294,01/03/2019,,03/31/2019,12286,0,3501,0,15787
32057605779,"JHD15, LLC",305 CREEKSIDE CV,CEDAR PARK,TX,78613,227,1,SCOREBOARD SPORTS BAR & GRILL,6507 JESTER BLVD STE 105,AUSTIN,TX,78750,227,Y,MB922031,09/29/2015,,03/31/2019,9473,1921,11188,0,22582
32061437458,PLAID EAST LLC,691 BISHOP HEIGHTS LN,DALLAS,TX,75208,57,1,HOUNDSTOOTH COFFEE,2823 E MARTIN LUTHER KING JR BLVD STE 101,AUSTIN,TX,78702,227,Y,MB996151,10/03/2017,,03/31/2019,3892,634,1523,0,6049
32067837560,UNCLE NICKY'S LLC,9900 SPECTRUM DR,AUSTIN,TX,78717,246,1,UNCLE NICKY'S,4222 DUVAL ST,AUSTIN,TX,78751,227,Y,MB1041358,01/04/2019,,03/31/2019,26444,3656,2368,0,32468
30117462959,"MESA ROSA, INC.",PO BOX 170670,AUSTIN,TX,78717,246,2,MESA ROSA MEXICAN RESTAURANT,15515 RANCH ROAD 620 N,AUSTIN,TX,78717,246,N,MB510624,03/01/2002,,03/31/2019,33960,856,7169,0,41985
32063383288,"BACKSPIN BEVERAGES, LLC",48 EAST 23RD ST,NEW YORK,NY,10010,0,1,SPIN AUSTIN,209 W 5TH ST STE B,AUSTIN,TX,78701,227,Y,MB990197,08/03/2017,,03/31/2019,86942,4002,19360,0,110304
17426110130,PRISM LOGIC CORPORATION,14611 N MO PAC EXPY STE 100,AUSTIN,TX,78728,227,1,TEXAS BAR & GRILL,14611 N MO PAC EXPY STE 100,AUSTIN,TX,78728,227,N,MB234515,12/01/1993,,03/31/2019,43768,358,26886,0,71012
32048391984,"COLORADO STREET MANAGERS, LLC",1101 S CAPITAL OF TEXAS HWY_BLG K STE 15,WEST LAKE HLS,TX,78746,227,1,GARAGE,503 COLORADO ST STE 100,AUSTIN,TX,78701,227,Y,MB850830,09/06/2013,,03/31/2019,104470,3821,3590,0,111881
32040014048,I. K. OSORIO INVESTMENTS LLC,1620 MENTONE,ROUND ROCK,TX,78664,227,3,LIMA CRIOLLA - PERUVIAN RESTAURANT,6406 N INTERSTATE 35 STE 1550,AUSTIN,TX,78752,227,Y,MB918749,08/27/2015,,03/31/2019,6403,842,962,0,8207
17514214240,"RED LOBSTER OF TEXAS, INC.",PO BOX 695011,ORLANDO,FL,32869,0,7,RED LOBSTER OF TEXAS INC #0095,109 W ANDERSON LN,AUSTIN,TX,78752,227,Y,MB080078,12/01/1993,,03/31/2019,15592,4247,3962,0,23801
32036852823,"SV RESTAURANT GROUP, L.L.C.",6202 LAIRD DR,AUSTIN,TX,78757,227,1,CHEKO'S MEXICAN RESTAURANT AND BAR,1304 W KOENIG LN,AUSTIN,TX,78756,227,Y,MB786379,10/03/2011,,03/31/2019,3590,0,1842,0,5432
32065093307,"CREATIVE FOODS LLC, STASSNEY",PO BOX 92164,ALBUQUERQUE,NM,87199,0,1,TEXAS LAND AND CATTLE STEAKHOUSE,5510 S INTERSTATE 35 STE C,AUSTIN,TX,78745,227,Y,MB1013291,04/24/2018,,03/31/2019,598,568,1258,0,2424
32049165239,AUSTIN ALE HOUSE LLC,301 W 6TH ST,AUSTIN,TX,78701,227,1,AUSTIN ALE HOUSE LLC,301 W 6TH ST,AUSTIN,TX,78701,227,Y,MB839430,05/03/2013,,03/31/2019,19705,1554,29147,0,50406
32065428123,BCCR BEVERAGE LLC,3128 ARGENTO PL,CEDAR PARK,TX,78613,227,2,SHE'S NOT HERE,440 W 2ND ST,AUSTIN,TX,78701,227,Y,MB1023373,07/18/2018,,03/31/2019,47611,25299,6530,0,79440
32061863711,TANGERINE COOKING COMPANY LLC,166 HARGRAVES DR STE B200,AUSTIN,TX,78737,105,1,SPOON + FORK,166 HARGRAVES DR STE B200,AUSTIN,TX,78737,105,Y,MB1022881,07/13/2018,,03/31/2019,633,1363,895,0,2891
12006249879,"MACHINEGUN MICHAELS, L.L.C.",6705 W HIGHWAY 290 STE 107,AUSTIN,TX,78735,227,1,DETOUR,6705 W HIGHWAY 290 STE 107,AUSTIN,TX,78735,227,Y,MB568329,11/08/2004,,03/31/2019,35836,411,21402,0,57649
32042362783,THREE'S COMPANY LLC,1500 E 6TH ST,AUSTIN,TX,78702,227,1,THE VOLSTEAD LOUNGE/HOTEL VEGAS,1500 E 6TH ST STE A,AUSTIN,TX,78702,227,Y,MB769797,03/10/2011,,03/31/2019,279319,5869,276406,0,561594
32062329530,"PERSHING BEVERAGES, LLC",2415 E 5TH ST,AUSTIN,TX,78702,227,1,PERSHING,2415 E 5TH ST,AUSTIN,TX,78702,227,Y,MB974564,03/02/2017,,03/31/2019,101171,27514,6303,0,134988
32045494955,"RUSSIAN BISTRO NAZDOROVYE, INC.",115 SANDRA MURAIDA WAY APT 539,AUSTIN,TX,78703,227,1,RUSSIAN BISTRO NAZDOROVYE,307 E 5TH ST,AUSTIN,TX,78701,227,Y,MB797580,02/10/2012,,03/31/2019,43207,4199,7762,0,55168
32060770008,STILES SPRINGS LLC,4505 CROSS VALLEY RUN,AUSTIN,TX,78731,227,1,THE SWITCH,166 HARGRAVES DR,AUSTIN,TX,78737,105,Y,MB1008857,03/02/2018,,03/31/2019,11143,2402,10772,0,24317
32049261343,AUSTIN MADE LLC,5520 BURNET RD STE 101,AUSTIN,TX,78756,227,1,TACO FLATS,5520 BURNET RD STE 101,AUSTIN,TX,78756,227,Y,MB886961,10/14/2014,,03/31/2019,49211,1983,16710,0,67904
13200788399,LLARIO ADOLFO RENDON,3801 BAGGINS CV,AUSTIN,TX,78739,227,5,MARISCO GRILL,9515 N LAMAR BLVD STE 102,AUSTIN,TX,78753,227,Y,MB461272,12/31/2014,,03/31/2019,1598,0,5770,0,7368
17427862408,"THREADGILL'S, LTD.",6416 N LAMAR BLVD,AUSTIN,TX,78752,227,1,THREADGILL'S,6416 N LAMAR BLVD,AUSTIN,TX,78752,227,Y,MB401431,10/09/1996,,03/31/2019,9389,3657,6684,0,19730
17422427371,"JULIO'S RESTAURANT, INC.",4230 DUVAL ST,AUSTIN,TX,78751,227,3,JULIO'S CAFE,4230 DUVAL ST,AUSTIN,TX,78751,227,Y,MB457810,09/13/1999,,03/31/2019,14430,2300,603,0,17333
